age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
40,M,VILNWPO,,4,16-08-2017,1,CID35940,Without Offers,Smartphone,Mobile_Data,18:56:02,12,207.31,23816.74,13,723.95,0,Yes,0,1,2,0
17,F,ZJHC7JO,City,5,13-08-2017,1,CID47968,Without Offers,Desktop,Wi-Fi,15:06:09,7,570.33,3385.39,6,789.42,1,No,0,1,2,0
63,M,HU263LH,Town,0,24-08-2017,1,CID23121,Without Offers,Smartphone,Wi-Fi,7:30:37,16,55.07,41604.24,14,610.39,1,No,1,0,2,1
14,M,DQ2ZJKR,City,0,04-02-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:42:15,16,33.74,10355.41,10,612.5,0,Yes,1,2,2,1
36,M,SCICZG6,Town,1,03-11-2015,1,CID55002,Credit/Debit Card Offers,?,Wi-Fi,15:25:23,10,1243.45,39639.12,20,715.09,0,Yes,1,4,1,1
29,F,3SGH5JD,Village,4,10-02-2016,1,CID2764,Without Offers,?,Fiber_Optic,8:31:45,5,285.37,2913.87,7,751.39,1,No,1,3,0,0
60,M,B9SRAIX,Town,5,19-11-2017,1,CID45130,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:18:59,5,224.29,87709.41,-16.14729778,720.34,0,Yes,1,4,0,0
42,M,C4A9FNC,City,2,01-12-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:33:51,3,84.87,46899.3,10,713.05,0,Yes,1,4,2,1
46,M,8A3TRSY,Town,0,13-10-2015,1,CID35633,Without Offers,Desktop,Fiber_Optic,18:45:39,12,52.63,43938.01,8,700.55,1,No,0,1,2,1
22,F,0993JNY,Town,5,24-04-2016,0,xxxxxxxx,Without Offers,?,Wi-Fi,0:21:24,5,293.7,1868.81,26,784.89,1,No,0,1,2,0
19,M,4QDBQ8J,Village,5,19-03-2016,1,CID58902,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2:35:48,17,148.79,14322.1,5,768.61,0,Yes,1,2,2,0
15,M,IJ7P5D6,Village,1,12-02-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:21:23,5,103.57,37987.7,49.36101144,688.66,0,Yes,0,1,2,1
22,M,7CKRVPS,City,1,20-12-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:06:46,9,286.26,31351.0,-1.727245069,709.49,0,Yes,0,1,1,1
60,F,0UC8IWX,Town,1,02-01-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:12:29,11,32.35,8874.72,9,686.52,1,No,1,3,2,1
38,M,SOEMGUI,City,1,09-05-2017,1,CID41604,Without Offers,Desktop,Mobile_Data,9:11:34,4,113.18,44991.51,9,677.75,1,No,1,0,1,1
61,F,NFHVGZZ,Town,0,05-12-2016,1,CID31393,Credit/Debit Card Offers,Smartphone,Wi-Fi,0:35:48,10,227.66,6901.81,19,676.65,0,Yes,0,1,2,1
30,F,DIS4TE4,,3,26-06-2016,1,CID4072,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:02:18,15,30.24,46640.3,17,693.51,0,Yes,1,3,2,1
26,M,3U2JBTD,Village,2,04-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,12:45:52,17,354.28,8091.19,45.79348672,732.15,0,Yes,1,0,2,0
47,F,Y1DD9BW,,0,29-04-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,7:49:23,17,170.56,20364.6,26,673.76,0,Yes,1,4,2,1
35,M,1ZV5F5V,Town,5,11-03-2015,1,CID46538,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:07:08,12,1029.42,4554.08,14,721.05,1,Yes,0,1,0,0
12,F,N5D6G3H,City,1,27-01-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:33:35,13,194.09,47834.42,9,690.46,1,No,0,1,2,1
33,M,DLX2T67,Village,3,08-12-2015,1,CID2916,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:47:55,16,135.53,40646.66,5,683.93,1,No,0,1,2,1
18,F,PLFLV2L,City,3,02-04-2017,0,xxxxxxxx,Without Offers,Both,Mobile_Data,3:34:09,21,466.01,21754.99,28,603.85,0,Yes,1,0,2,1
47,M,6W5ADES,Town,2,06-05-2017,1,CID54279,Without Offers,Smartphone,Wi-Fi,16:36:02,10,636.7,48105.9,19,627.95,1,No,1,2,1,1
19,F,65MTFP5,Town,5,19-10-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,7:52:49,7,433.56,77236.84,9,831.49,1,Yes,0,1,0,0
12,M,DJX7M73,City,1,09-10-2016,1,CID62248,Without Offers,Smartphone,Fiber_Optic,19:59:37,15,33.67,33447.22,18,645.63,1,No,1,2,2,1
37,M,VEPQL3W,City,3,04-10-2015,0,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,18:05:02,20,228.25,26114.21,10,708.26,1,No,0,1,2,0
32,F,KHKUURT,Town,1,15-02-2016,1,CID17166,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:34:45,16,758.94,6977.82,11,636.33,0,Yes,1,2,2,1
64,M,VNRH0QJ,City,1,27-02-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9:48:26,8,340.26,13328.85,5,182.9539911,0,Yes,1,4,2,1
31,M,HE9Y56P,City,1,17-08-2017,0,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,3:23:59,22,316.82,8914.25,24,555.53,1,No,0,1,2,0
23,M,ZIIT8X9,City,0,27-04-2015,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,14:04:05,10,173.64,30890.23,23,654.95,1,No,0,1,2,1
40,M,HMMRRJH,Town,5,24-02-2016,1,CID13816,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18:17:02,9,284.38,12149.05,21,968.3161848,1,No,1,2,2,0
23,M,9PM4NFQ,Town,1,25-07-2017,1,CID30438,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:03:08,4,247.45,42420.6,11,652.29,1,No,0,1,2,1
60,M,NJJWEMG,,5,29-07-2015,1,CID42293,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:19:59,11,276.46,18206.66,15,844.13,1,Yes,1,2,0,0
50,M,9DSHZHW,Town,1,11-02-2015,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,20:15:30,20,31.73,25815.95,8,924.0290342,0,Yes,0,1,2,1
20,M,MT87BU6,Town,2,25-09-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,8:58:05,22,38.96,3390.5,24,775.4,0,Yes,0,1,2,0
15,F,61Q3T0G,Village,5,06-07-2016,1,CID25819,Gift Vouchers/Coupons,?,Wi-Fi,18:42:08,6,865.76,44763.38,23,792.63,0,Yes,0,1,2,0
41,M,JTD7WBQ,Village,2,24-07-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,3:06:44,14,193.49,3900.97,9,792.15,0,Yes,0,1,0,0
57,F,PJ8QR5O,Town,1,08-03-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:05:29,10,235.73,2705.48,21,628.92,1,No,0,1,2,1
31,F,I2NIS0S,City,5,15-10-2017,1,CID48703,Credit/Debit Card Offers,Desktop,Wi-Fi,11:41:35,12,34.73,35427.64,14,776.12,1,No,0,1,2,0
19,F,JDWI0Z2,City,1,27-08-2017,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,3:22:29,13,79.99,11351.1,28,6.861260863,0,Yes,0,1,2,1
53,F,A8H14VH,Town,3,08-01-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10:24:41,17,176.32,34008.77,20,786.27,1,No,1,4,2,0
12,M,VEGOTXY,Town,4,06-07-2016,1,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,23:19:44,20,433.4,12386.02,8,769.56,0,Yes,1,0,1,0
32,F,Z5S5XZK,City,3,26-12-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,9:55:56,15,34.12,68203.21,12,706.78,0,Yes,0,1,0,0
37,M,NHQ2ZMW,City,3,23-02-2016,1,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,23:51:08,14,191.23,49213.28,11,696.8,1,No,1,4,2,1
45,M,YFBDFSC,Town,3,05-08-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,3:31:40,11,291.24,13085.12,23,599.0177893,1,Yes,1,2,1,0
64,M,Z6D2PFJ,Town,0,22-07-2016,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:33:34,21,67.34,8815.14,28,547.24,0,Yes,0,1,2,0
22,F,7TW548P,Village,3,09-10-2015,1,CID18208,Gift Vouchers/Coupons,Both,Mobile_Data,16:59:20,4,423.52,84594.6,18,750.0,1,No,0,1,0,0
26,F,W65J9OO,,3,15-06-2016,1,CID62823,Without Offers,Smartphone,Wi-Fi,20:21:33,11,57.54,22592.99,19,679.13,0,Yes,0,1,2,1
24,F,XYP88OJ,Town,0,04-12-2016,1,CID2382,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:15:21,8,1008.431331,32064.98,10,603.89,1,No,0,1,2,1
28,F,RQJWZR3,,4,30-08-2016,1,CID56226,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:57:44,5,114.87,41464.65,18,752.52,0,Yes,1,0,0,0
51,M,EBQU69I,City,2,01-02-2016,1,CID16200,Credit/Debit Card Offers,Both,Mobile_Data,2:17:59,8,204.59,3962.87,8,731.56,1,No,0,1,2,0
59,M,D45EI0R,City,1,17-05-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:55:26,16,330.24,35935.43,9,665.25,0,Yes,1,0,2,1
49,F,UTQBRYA,City,0,18-05-2016,1,CID23608,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:19:37,15,66.93,6416.39,14.73466935,640.27,1,No,0,1,1,1
33,M,NX99VA3,Town,1,25-08-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:25:58,13,149.71,28251.94,6,657.82,0,Yes,0,1,2,1
36,M,8RS8MGS,City,4,04-10-2015,0,xxxxxxxx,Without Offers,?,Mobile_Data,10:32:28,5,137.31,33468.29,8,797.26,0,Yes,0,1,2,0
61,M,T0BA1TL,City,1,28-09-2016,0,xxxxxxxx,Without Offers,?,Wi-Fi,2:12:01,8,415.54,25114.02,1.673020976,697.16,1,No,1,2,2,1
47,F,86HKBDE,City,1,27-01-2016,1,CID55838,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20:47:23,15,282.33,2594.72,27,855.2515396,0,Yes,1,3,2,1
59,M,HVR4X6J,,3,28-05-2015,1,CID60625,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3:48:37,13,585.67,12740.22,13,746.38,0,Yes,1,3,2,0
45,M,9XR0NWU,City,2,05-05-2015,1,CID1786,Without Offers,Desktop,Mobile_Data,0:21:50,18,30.64,44118.4,11,296.2147665,0,Yes,1,0,2,0
48,F,7R6YU4D,Town,4,05-01-2017,1,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,22:18:46,6,1280.36,42249.23,27,721.63,0,Yes,1,2,2,0
32,M,08ZGB13,,4,28-02-2017,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:59:10,9,299.44,47824.84,7,768.97,1,No,0,1,2,0
37,M,FHMNLZW,Town,1,16-05-2017,1,CID14186,Credit/Debit Card Offers,?,Mobile_Data,17:10:01,10,2277.420539,48643.39,19,566.38,1,No,0,1,2,1
59,M,KUY7XC4,Town,0,26-04-2017,1,CID4686,Gift Vouchers/Coupons,?,Mobile_Data,4:23:39,10,68.98,41763.54,-6.96996506,257.7622516,1,No,1,4,2,1
17,M,C9HUYKQ,City,1,29-01-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,17:02:51,18,58.56,19351.36,12,128.7948074,0,Yes,1,4,2,1
16,F,XWIC8YZ,City,1,05-07-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,2:59:55,21,220.54,44525.04,29,530.48,1,No,0,1,2,1
28,F,P3TBU6O,Village,3,13-01-2017,1,CID24626,Gift Vouchers/Coupons,Desktop,Wi-Fi,19:35:33,12,542.11,20083.98,10,706.59,0,Yes,0,1,2,0
52,F,FW5XIL9,City,1,29-05-2016,1,CID26937,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:51:49,14,32.12,44053.3,15,687.82,1,No,1,0,2,1
15,F,ALCP2LT,Town,0,12-07-2017,1,CID41849,Credit/Debit Card Offers,?,Fiber_Optic,1:03:11,24,30.9,43275.81,12,639.69,0,Yes,0,1,2,1
42,F,NNB0YKO,Town,4,31-05-2016,0,xxxxxxxx,Without Offers,?,Mobile_Data,8:05:08,15,251.18,35533.55,27,717.99,1,No,0,1,1,0
28,M,DS5947X,,0,14-10-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:06:08,13,105.67,16450.07,15,672.09,0,Yes,1,4,2,1
45,M,HWGPOOP,City,1,28-09-2017,1,CID30647,Without Offers,Smartphone,Wi-Fi,13:39:30,13,178.5,32010.15,26,611.61,1,No,1,3,2,1
44,M,ZB0N0YS,Town,1,15-09-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:21:25,1,107.35,36254.71,18,599.99,0,Yes,0,1,2,1
55,M,N7ZS509,City,0,16-04-2015,0,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,1:09:28,15,33.02,37866.18,9,579.25,0,Yes,1,0,1,1
38,F,LXWKI9G,Town,1,11-11-2016,1,CID59575,Without Offers,Smartphone,Fiber_Optic,8:17:12,14,193.13,10298.18,7,694.04,0,Yes,0,1,2,1
62,F,TWAZ8I9,City,1,19-06-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5:19:12,14,91.31,17022.08,7,903.1506701,0,Yes,0,1,2,0
11,F,3O8JLUD,Town,1,30-05-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:04:27,19,169.98,25319.87,19,712.21,0,Yes,0,1,2,1
57,F,FMI6OQ5,Town,2,12-05-2016,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:02:27,15,301.91,37846.33,24,965.5979179,0,Yes,0,1,1,0
12,F,GG5SXA9,City,2,15-09-2017,1,CID3813,Without Offers,Desktop,Fiber_Optic,13:39:40,17,181.45,27809.66,17,632.92,1,No,1,0,2,1
47,F,LR2VR7D,,3,31-08-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:20:55,14,81.28,72442.22,9,843.23,0,Yes,1,4,0,0
20,F,078PE2W,City,3,14-06-2017,1,CID44262,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:40:11,21,79.78,32500.08,7,789.57,0,Yes,1,0,2,0
12,F,DWXNEQ4,City,1,08-06-2017,1,CID58187,Without Offers,Smartphone,Fiber_Optic,22:02:29,23,51.46,8345.14,15,584.54,1,No,1,3,2,1
45,M,4921NAZ,Town,2,05-04-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:00:08,21,107.8,19452.97,11,335.0543631,1,No,0,1,2,1
18,F,LV0ZXJE,Town,1,24-04-2017,1,CID2382,Without Offers,Desktop,Fiber_Optic,4:31:09,18,34.33,35500.47,22,604.86,1,No,1,0,2,1
33,M,MBCX3Z9,City,1,08-01-2017,1,xxxxxxxx,Without Offers,Desktop,Wi-Fi,22:56:28,7,71.47,942.4,8,981.5893236,1,No,1,3,2,1
63,M,V89T9KI,Town,4,13-01-2015,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17:17:28,20,45.84,9038.3,10,787.56,1,No,0,1,0,0
55,M,VQ39927,City,3,14-12-2016,1,CID51772,Gift Vouchers/Coupons,Both,Wi-Fi,0:18:17,6,1075.71,25193.92,28,654.24,1,Yes,1,2,2,1
26,F,RP8GHYJ,City,2,01-10-2017,1,CID30085,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:07:52,5,559.42,10731.27,7,656.98,0,Yes,0,1,2,1
12,F,LY1NGPL,Town,2,04-08-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,0:27:54,25,34.28,10338.23,27,705.07,0,Yes,1,0,1,0
39,F,OHYKZD4,City,1,30-08-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,18:08:34,17,30.44,34082.45,14,948.1820454,1,No,0,1,1,1
60,M,SWZ11R2,Town,5,15-04-2016,1,CID13694,Credit/Debit Card Offers,Desktop,Wi-Fi,22:57:43,9,91.64,32468.72,29,758.66,1,No,1,3,2,0
19,M,PNKHZ9Y,City,3,22-05-2017,0,xxxxxxxx,Without Offers,?,Wi-Fi,23:23:51,15,33.67,7154.66,9,846.18,1,No,0,1,0,0
57,F,AMBWOPV,City,4,22-02-2015,0,xxxxxxxx,Without Offers,?,Wi-Fi,20:34:53,9,169.08,54255.25,1,947.4529033,1,No,0,1,0,0
64,F,B1832WH,Village,5,06-08-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:49:37,24,305.16,40107.65,15,825.22,1,Yes,1,3,0,0
30,M,228YZG7,,3,27-07-2017,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14:17:40,23,187.16,12035.65,9,674.18,1,No,0,1,2,1
38,F,XGN02W0,City,0,28-08-2017,1,CID4274,Without Offers,Smartphone,Fiber_Optic,13:12:25,13,524.52,12759.17,27,675.15,0,Yes,0,1,2,0
24,M,9NAXZME,City,3,06-06-2015,1,CID11462,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:27:41,10,469.77,22603.08,20,644.22,0,Yes,0,1,2,1
33,F,426MAJI,,3,05-06-2016,1,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:28:51,11,34.44,5108.95,28,708.12,1,No,1,3,2,0
60,F,7N817VL,Town,0,23-03-2016,1,CID35126,Credit/Debit Card Offers,?,Wi-Fi,19:05:31,4,30.09,24165.02,10,620.0,0,Yes,1,4,2,1
54,M,PMUN1HR,Town,1,05-09-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:25:50,17,1264.65,38720.99,27,626.83,1,No,1,2,2,1
34,F,H4QYNCB,Town,2,18-01-2015,1,CID51004,Without Offers,Smartphone,Mobile_Data,16:00:12,19,34.59,47711.17,37.62578923,635.86,1,No,1,3,2,1
63,F,1RIQAOX,,3,10-08-2016,1,CID36893,Without Offers,Smartphone,Wi-Fi,23:09:43,13,31.2,34067.98,5,768.47,1,No,1,4,2,0
19,M,3IQO156,Village,0,06-11-2015,1,CID18588,Gift Vouchers/Coupons,Both,Mobile_Data,3:27:02,5,709.15,40891.31,7,619.15,1,Yes,0,1,2,0
26,F,KDVZG3L,Town,2,18-06-2016,1,CID15313,Gift Vouchers/Coupons,?,Mobile_Data,15:37:54,19,110.42,42422.26,20,971.3764523,1,No,1,3,2,0
60,F,ADQA077,Town,1,17-03-2015,1,CID28008,Gift Vouchers/Coupons,Both,Mobile_Data,11:32:12,12,1205.88,7489.31,14,907.9418431,0,Yes,1,4,2,1
21,M,W5TM6UB,Town,2,06-03-2015,1,CID31701,Credit/Debit Card Offers,Desktop,Wi-Fi,14:31:30,18,33.47,23976.93,5,709.88,0,Yes,0,1,2,0
49,F,3P707J9,,2,06-04-2017,1,CID913,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0:21:12,16,51.39,30420.46,29,631.72,1,No,0,1,1,1
30,M,QX5PC62,Town,2,12-03-2015,1,CID42883,Without Offers,Desktop,Mobile_Data,13:29:45,17,125.35,15864.36,39.77586822,746.56,0,Yes,0,1,2,0
45,M,7T65T6N,Town,0,20-05-2017,1,CID50729,Gift Vouchers/Coupons,?,Wi-Fi,13:05:07,16,32.69,17363.45,28,630.01,0,Yes,1,0,2,1
19,F,DRHW809,City,2,21-05-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,6:43:25,5,172.69,38918.25,26,799.4,1,No,0,1,2,0
59,F,LHS5R6R,Town,1,27-11-2015,1,CID14128,Gift Vouchers/Coupons,?,Fiber_Optic,0:23:54,1,731.61,6530.5,29,672.41,1,Yes,0,1,1,1
32,M,M4H0IK2,Town,0,03-02-2017,1,CID41921,Without Offers,Desktop,Wi-Fi,8:04:52,10,84.23,38945.23,23,115.2746838,1,No,1,2,2,1
47,F,BHWGHJW,City,5,23-07-2017,1,CID2870,Without Offers,Smartphone,Wi-Fi,6:18:19,19,80.11,9245.78,27,788.61,0,Yes,0,1,1,0
11,F,ETIANY5,,1,07-08-2015,1,CID40075,Without Offers,Desktop,Mobile_Data,12:03:30,23,52.99,44063.68,13,558.81,1,No,1,2,2,1
15,M,2KPFLS1,City,3,17-06-2015,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19:24:32,21,267.31,48935.89,12,679.06,1,No,1,4,2,1
20,M,BYVQAMX,Town,0,25-03-2017,1,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,3:22:33,15,220.85,13802.52,-5.982496675,313.3933393,0,Yes,1,3,2,1
15,M,I5PCE4K,Town,1,23-09-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,11:34:36,3,178.82,43680.16,24,541.51,0,Yes,1,4,1,1
36,M,4ABF7BZ,City,0,14-12-2017,1,CID28116,Without Offers,Smartphone,Wi-Fi,6:27:30,7,46.24,33682.66,7,625.17,0,Yes,1,4,2,1
36,F,ZRIWNMW,Village,3,28-09-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:23:55,5,1169.19186,18032.17,15,840.14,1,No,1,2,0,0
57,F,MKOHZAD,Town,4,23-11-2015,0,xxxxxxxx,Without Offers,Both,Wi-Fi,22:23:14,14,362.73,29724.4,5,1516.352212,0,Yes,0,1,2,0
40,F,A5LEIPI,City,1,09-07-2016,1,CID29902,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23:16:07,2,145.58,2414.32,17,421.9357694,0,Yes,0,1,1,1
23,F,BQAPJ86,City,5,16-04-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:56:47,19,30.63,9524.47,29,784.64,0,Yes,1,3,1,0
48,F,05C0NT6,Town,0,21-01-2016,1,CID11679,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:14:26,20,180.44,3337.43,22,606.01,0,Yes,1,0,2,1
22,M,QC6813I,Town,2,23-02-2016,1,CID4525,Credit/Debit Card Offers,Both,Fiber_Optic,21:52:30,15,623.86,25217.13,14,795.84,1,Yes,1,3,2,0
16,M,KBNUXRG,,4,24-06-2016,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,18:56:33,17,30.46,34933.78,23,1134.140617,0,Yes,0,1,1,0
43,F,UJDEJYO,Village,1,09-01-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:55:38,16,57.44,21642.7,7,693.43,1,No,0,1,2,1
52,M,079EUFK,City,2,01-11-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,9:07:36,9,129.1,2463.04,10,699.37,1,No,1,3,2,1
18,F,0K7CZQQ,City,2,21-09-2016,1,CID50154,Without Offers,Smartphone,Mobile_Data,8:30:20,23,124.87,13336.85,9,733.65,0,Yes,0,1,1,0
20,M,HU18TC7,City,2,07-08-2017,1,CID749,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:54:21,10,172.48,9537.6,24,913.7656687,0,Yes,0,1,2,1
64,F,CTZ2FL6,Town,4,16-01-2017,1,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:29:08,13,340.16,8080.1,26,1017.632515,1,No,1,4,2,0
44,M,IH5ERIV,Town,2,23-01-2017,1,CID2276,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:43:22,11,459.32,7599.1,21,627.76,1,Yes,1,4,2,1
47,M,4CM1NG3,,3,08-11-2015,1,CID5325,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:15:32,16,255.62,43209.76,12,680.84,0,Yes,0,1,2,1
42,F,WRPOI61,Town,3,14-09-2015,1,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:52:24,12,102.05,98088.75,8,740.54,1,No,1,0,0,0
45,F,GZGCXJ1,City,5,26-08-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:02:22,13,290.11,97408.84,6,781.09,0,Yes,1,3,0,0
47,F,9JF0J1G,Town,0,28-11-2016,1,CID24410,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:25:42,13,130.76,42153.69,19,203.1936356,0,Yes,1,3,2,1
21,F,UFTR1F7,Town,2,27-10-2015,1,CID43264,Without Offers,Desktop,Wi-Fi,5:31:16,18,32.67,13383.89,19,761.91,0,Yes,1,2,1,0
41,F,5RQWIHQ,Village,3,12-02-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4:12:17,14,864.1562967,29444.44,25,603.14,0,Yes,0,1,2,1
35,M,BEUSFDA,Town,3,01-06-2015,1,CID57833,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:45:25,20,280.2,45965.68,8,676.46,0,Yes,0,1,1,1
26,F,EU7HQ7H,City,5,19-07-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,13:17:52,15,42.7,61083.7,2,843.29,0,Yes,1,0,0,0
55,M,UMC03KD,City,1,06-04-2015,1,CID10117,Credit/Debit Card Offers,?,Fiber_Optic,2:59:44,20,419.96,8658.07,25,563.99,0,Yes,0,1,2,1
18,M,AGDU2UM,Village,1,25-01-2015,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,20:37:28,21,80.27,11709.04,28,1138.797174,1,No,1,4,2,1
17,F,V2NORI1,Town,5,09-03-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:07:22,12,210.1,11017.35,23,418.7139297,0,Yes,1,0,2,0
47,M,33QQLDF,,3,01-12-2017,1,CID8033,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2:36:40,14,949.16,13011.17,5,684.8,1,No,0,1,1,1
22,F,588JU9N,Town,0,06-02-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,14:04:55,9,237.65,34643.2,7,629.14,1,No,1,3,2,1
44,M,MLYY3NK,City,3,13-09-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:52:09,3,1053.152209,9778.09,9,695.21,0,Yes,0,1,1,1
36,M,57MRA79,Town,5,21-09-2017,1,CID14175,Credit/Debit Card Offers,?,Wi-Fi,21:22:46,7,900.59,38686.35,25,757.41,0,Yes,1,0,2,0
42,M,F3FQXHS,City,3,21-11-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,0:14:34,22,327.87,20896.63,24,726.66,1,Yes,1,4,2,0
47,M,OZT1MC9,Village,4,03-08-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,5:55:21,2,144.75,93223.91,13,832.27,0,Yes,0,1,0,0
